DenoiserType,Parameter,ImageIndex,Channel,PSNR,SI-PSNR,SSIM,Runtime
Gaussian,2,001,2,29.588515794030418,30.51629028294299,0.7107066996102618,0.005452871322631836
Gaussian,2,002,2,33.21525833656027,39.00631074244227,0.9190881744322621,0.005669832229614258
Gaussian,2,003,2,34.95801694631086,38.48607344719667,0.9279143021554945,0.0049059391021728516
Gaussian,2,004,2,30.536097952200013,30.82535837612539,0.7508226455014807,0.005992889404296875
Gaussian,2,005,2,30.93755215653274,31.05566677571971,0.7577484923580611,0.0051271915435791016
Gaussian,2,006,2,27.641922678038874,29.61450465227027,0.6665617038705501,0.006543874740600586
Gaussian,2,007,2,34.335550641047384,40.61610463525519,0.9559539860632145,0.004911184310913086
Gaussian,2,008,2,32.71536773263933,40.593684735855895,0.9486943012668337,0.00491023063659668
Gaussian,2,009,2,37.19483762021079,39.221165274818276,0.9435525042209312,0.005169868469238281
Gaussian,2,010,2,39.73976500383769,41.67273780928469,0.9627163571109517,0.004619121551513672
Gaussian,2,011,2,31.55590533596864,38.65062243419796,0.9019198969413335,0.00774383544921875
Gaussian,2,012,2,32.90400697660004,42.36127682626722,0.9545598904678275,0.01383209228515625
Gaussian,2,013,2,34.11085923813157,35.92309150766954,0.8974196888980388,0.011011838912963867
Gaussian,2,014,2,33.06246150220672,39.39749132175871,0.9041295933039546,0.0056149959564208984
Gaussian,2,015,2,32.49409605974082,37.18035962238464,0.8922876492174532,0.005622148513793945
Gaussian,2,016,2,37.10483020567623,39.48875123142309,0.9481302986751113,0.010429143905639648
Gaussian,2,017,2,27.37819801676908,27.420141975619998,0.5972028391655974,0.006345987319946289
Gaussian,2,018,2,27.239601961274268,29.471093794780273,0.6528899363212586,0.0051746368408203125
Gaussian,2,019,2,32.56516398987004,36.735224059211774,0.8722068090042402,0.0056362152099609375
Gaussian,2,020,2,28.847912103457528,30.57677979917669,0.7272292934810349,0.005256175994873047
Gaussian,2,021,2,29.20229268259309,30.497159664035493,0.7110958819406139,0.00548100471496582
Gaussian,2,022,2,31.998879072505257,32.26076717291922,0.782712447759919,0.005799770355224609
Gaussian,2,023,2,28.847656937640814,36.799815629974404,0.8494907246198122,0.005562782287597656
Gaussian,2,024,2,21.75264187970032,34.749468280639306,0.7281610132259512,0.005712985992431641
Gaussian,2,025,2,26.959418377830033,29.569668421250267,0.6553277248800559,0.004943132400512695
Gaussian,2,026,2,33.05563716299121,33.42128173545199,0.8364111565329451,0.006010770797729492
Gaussian,2,027,2,28.807259709280576,37.36115315670484,0.8710425481550274,0.005718231201171875
Gaussian,2,028,2,30.4578706084552,38.9336553988291,0.9163222259527534,0.005267143249511719
Gaussian,2,029,2,27.246699944430794,36.28063427132834,0.8295692962451063,0.004832029342651367
Gaussian,2,030,2,27.307577610856598,34.293842153748,0.8277305662500225,0.0054590702056884766
Gaussian,2,031,2,31.717516439229275,32.607714024584915,0.8063042999175065,0.0063898563385009766
Gaussian,2,032,2,32.89899965100716,34.048880165296225,0.8676510461833522,0.006242036819458008
Gaussian,2,033,2,26.545671211824846,32.847445610522065,0.7995048884367901,0.005335807800292969
Gaussian,2,034,2,32.18064803112105,32.43526999571819,0.8271790613495271,0.005041837692260742
Gaussian,2,035,2,24.240174879180785,37.57251223025425,0.8410774747047028,0.004930973052978516
Gaussian,2,036,2,31.916207982256207,39.96133098248929,0.9430143223965606,0.005659818649291992
Gaussian,2,037,2,33.61482323346025,39.64633088454566,0.9478423906520561,0.006079912185668945
Gaussian,2,038,2,36.60124053639667,38.080792173612615,0.9113046922628014,0.005713939666748047
Gaussian,2,039,2,29.85781947782184,36.02860706914363,0.8882844695491882,0.005202054977416992
Gaussian,2,040,2,37.8268939686093,41.935089829153,0.9700675204686396,0.005427122116088867
Gaussian,2,041,2,30.748851535326807,38.380984503355776,0.9153748663238657,0.006774187088012695
Gaussian,2,042,2,30.206703944389165,34.911861703353836,0.8628759867221906,0.005858898162841797
Gaussian,2,043,2,32.216105194512544,33.114402919284906,0.8308081861991307,0.005477190017700195
Gaussian,2,044,2,38.380277675868875,42.514177858107146,0.9589245021400532,0.004534721374511719
Gaussian,2,045,2,27.23367138129681,33.493693148081746,0.8058376004672863,0.004771709442138672
Gaussian,2,046,2,29.713608142581776,36.21960166590967,0.8687388158127689,0.004881143569946289
Gaussian,2,047,2,31.812350894505972,36.31954303810638,0.8545002850085965,0.004827976226806641
Gaussian,2,048,2,30.864608229047494,36.00089395635736,0.8691150161752206,0.0047070980072021484
Gaussian,2,049,2,29.535764585550773,36.72758701396708,0.8841643078514012,0.0048961639404296875
Gaussian,2,050,2,31.612285757975,37.96206564862154,0.8691505850864888,0.004515886306762695
Gaussian,2,051,2,25.98262342981176,32.69065801367105,0.7618179296655332,0.0045239925384521484
Gaussian,2,052,2,24.005719007031278,25.756775902061946,0.5321051875546255,0.004515886306762695
Gaussian,2,053,2,20.781688403853575,32.71092516343847,0.6268328588569146,0.004687070846557617
Gaussian,2,054,2,37.06691590412561,38.849713182837675,0.934127909656051,0.005608081817626953
Gaussian,2,055,2,35.2431931303297,41.68180809410725,0.912330464618445,0.005515098571777344
Gaussian,2,056,2,21.85112911317768,25.316123611246933,0.45771830426677584,0.004695892333984375
Gaussian,2,057,2,21.10848427745626,31.298579440598875,0.6472852140376523,0.004973173141479492
Gaussian,2,058,2,28.796970970285358,34.12179746193858,0.7912278976707241,0.004853963851928711
Gaussian,2,059,2,29.56048130134965,30.24237291139272,0.6945053995162892,0.004591941833496094
Gaussian,2,060,2,20.997361239013557,27.51684243874483,0.49413057482202377,0.005060911178588867
Gaussian,2,061,2,33.00593411717451,33.62147819872757,0.819235680684385,0.004036903381347656
Gaussian,2,062,2,30.73727258924956,32.18284905137163,0.7596837908318054,0.00450897216796875
Gaussian,2,063,2,24.56507384032873,28.039437061565465,0.5730761801973002,0.004439115524291992
Gaussian,2,064,2,34.50030163908331,37.01327639930129,0.8943789556748949,0.004139900207519531
Gaussian,2,065,2,24.75981408001185,26.435148607564244,0.5614555813855435,0.004862070083618164
Gaussian,2,066,2,24.21489734102829,25.035537011326802,0.470055391099154,0.0045146942138671875
Gaussian,2,067,2,22.78597220310328,25.815867846049287,0.44713030587066277,0.00489497184753418
Gaussian,2,068,2,21.432489172103963,27.435494744749743,0.50482873763792,0.004914045333862305
Gaussian,2,069,2,36.035988078053784,40.018026649227785,0.9233888074717813,0.004385948181152344
Gaussian,2,070,2,33.43005012731076,37.7256016302736,0.918249463130363,0.005264997482299805
Gaussian,2,071,2,32.93709882376802,35.169973214291005,0.8624616993762189,0.004414081573486328
Gaussian,2,072,2,27.970181464788585,29.84248665680275,0.7092140277550397,0.0044100284576416016
Gaussian,2,073,2,30.057166743993413,34.69343384424062,0.8461121297981595,0.004952192306518555
Gaussian,2,074,2,36.47381183095137,39.30819958774548,0.9465568123375385,0.005261898040771484
Gaussian,2,075,2,32.52720322067698,36.478256790768725,0.8846556107284166,0.004180192947387695
